train_context,train_labels
شراشير داروين عرف ايض شراشير غالابوس مجموعه حوالي نوع طير الجواثم صنف كثير افصيله جيوسبيزيان عشيره جيوسبيزيني اتضح فصيله انتمي هٰذا طير لٰكن حقيقه مرتبط شرشير تم تجميع مره واسطه تشارلز داروين جزيره غالابوس خلال رحله بيغل موجود فقط جزيره غالاغوس با استثناء شراشير الكوكس جزيره كوكوس ,12
استخدم حساب قدم استخدم اغريق رومان عداد عمليه حسابي تكون قضيب حديدي مثبت حصوات مثقوب حساب حياه يومي استخدم داءم مهم جد استخدام هندسه حساب وحل المعادلات حساب ربح معدل توزيع ميراث كثير امر مهم دخل حساب ذٰلك استطاع تخلي عدم استخدام سواء حياه عام خاص ,3
شركه طيران شركه نقل جوي سواء بضاعه مسافر اختلف صبغه شركه طيران عام شركه طيران خاص شركه طيران عالمي مسجل منظمه ايه عالمي منظمه ايكاو شركه طيران عاده دولي قدم اساس وطني تاريخ مقر ,2
حفز عديد حزب سياسي هدف ايديولوجي تميز انتخاب ديمقراطي شكل شاءع وجود منافسه حزب ليبرالي محافظه اشتراكيه شمل ايديولوجيه شاءع اخر حزب سياسي كبير جد شيوعيه شعبوي قومي اسلاموي تبني حزب سياسي بلد مختلف غالب لون رمز متشابه تعريف ايديولوجي معين ملك عديد حزب سياسي انتماء ايديولوجيا امكن انخرط مقام محسوبيه زبوني نهوض راءد عمل سياسي معين ,8
لٰكن استدع محكمه مره اخر لدار عداله اسطنبول بشكتاش تم تقديم محكمه اتهام مره اخر مساعده تجاره مخدار تم حبس سنه سب ذٰلك تهمه اضافه ذٰلك ناءب عام المتولي هٰذا قضيه معالجه ذنب استخدام ماده مخدر بدا عمل اتخاذ قرار عطو حريه موجب اطلاق سراح طلب خص متهم اخر حبس سنه نصف عام دنيز سابق حسني شينلينديرجي افاده قول هٰذا قضيه عقب دعوه سيكي تم نقله سجن اكيركوي نساء طفل عندما خرج دنيز سيكي محكمه استطاع وقف دموع ,14
عد تقنيه صغيره ضرب ازدهار تقدم مجال طبي امكانيه توصيل دواء خليه محد استخدام الجزيءات النانويه امكن تقليص عمليه استهلاك كلي دواء اضافه عرض جانبي شكل واضح خلال ايداع عامل نشط منطقه مريض فقط وبدون جرعه اعلي مطلوب قل هٰذا اسلوب انتقاءي تكلفه معاناه بشري ذٰلك امكن تعرف ذٰلك مثال ماده نانوي مسامي مثال اخر خلال استخدام مكثار بوليمره كتله مشترك شكل مركب ميسليس مستخدم تغليف دواء استخدم حفاظ جزي دواء صغير مساعده انتقال وجه مقصود هٰذا اضافه وجود رءيه اخر مبني نظام الكتروميكاني صغير تم بحث مجال نظام كهروميكاني نانوي عد جيل اضغر نظام كهروميكاني اصغر غرض اطلاق نشط دواء تضمن تطبيق هام مجال علاج سرطان استخدام جزي حديد نانوي درع قل دواء مستهدف شخصي عمليه استهلاك دواء نفقه علاج ذٰلك اسفر تحقيق فاءده اجتماعي شامل خلال تقليص تكلفه نظام رعايه صحي عام فتح تقانه صغيره فرصه جديد نظام توصيل دواء قابل زرع غالب فضل استخدام دواء محقون نتيجه اخير غالب استعرض حركه درجه سب ارتفاع سريع ذٰلك صعوبه سميه كفاءه دواء تلاشي نتيجه انخفاض تركيز دواء معدل مطلوب ,4
لقد عرف مجموعه بشر داءم متميز مجموعه مجاور لٰكن هٰذا اختلاف داءم مفهوم طبيعي قابل تغير عالمي هٰذا ميز سمات ميز كيفيه استخدام مفهوم عرق يوم هٰذا طريقه جاء فكره عرق فهم يوم خلال عمليه استكشاف تاريخي غزو جلب اوروب اتصال مجموعه قاره مختلف تاثر ايض ايديولوجيه تصنيف فرز طبيعي ,9
عصر الحديدي فتره فيدي جنوب اسيا ظهر ميل محتمل توحيد عرض الريجفيدا مفهوم احاديه البراهمي خاص اخر كتاب نسبي تاريخ عصر الحديدي سبيل مثال ناساديا سوكتا وقت لاحق الاهوت هندوسي قديم احادي لٰكن توحيدي تمام عباده لان ظل حافظ وجود عديد اله تم تصور مظهر اله اعلي براهمان ,13
لعب السويد دور متناقض بلد محايد رسمي علاقه صراع طوال تاريخ كامل ايد كفاح فنلندا جه ضد اتحاد سوفي واصل تجاره نطاق واسع المانيا نازي جه اخر سيما عام قدم ماوي مساعده مجموعه دنماركي نرويجي قوه مسلح نظامي شكل حكومه بلد منفي فضل تقديم دعم انساني ساكن بلد محتل ,7
قانون قوه رفع طاءره ساوي جداء مساح جناح نصف كثافه جداء فرقه سرعه ماءع جناح مربع سرعه ماءع جناح مربع طار طاءره وجب ناتج قوه رفع اكبر وزن طاءره بلغ وزن طاءره ايرباص ماهول مسافر طن اخترق سهوله هواء ذٰلك رفع حركي هواء احتاج رفع جناح حامل تيار هواء ذٰلك سيان سواء جناح ثابت موجود تيار هواء مثلما قناه ريح تحرك جناح هواء ثابت حال طاءره جو ارتفع طاءره جو بد سطح علوي جناح مقوس مال جناح اعلي مواجه هواء ذٰلك طول مسار هواء جناح مسار سفل زاد سرعه هواء اعلي جناح سرعه سفل تخلخل ضغط جناح عمل توليد قوه دافع جناح اعلي ارتفع طاءره هواء استعمل اخ رايت طاءره راءده جناح قليل انحناء بعيد انحناء مثالي نجح طيران طاءره مسافه قصير علو منخفض ذٰلك فت عصر طيران نسبه انسان ,2
دافع وراء هدم اورنجزيب معبد هروب ملك مرثا شيفاجي تمرد الزامندار ملاك ارض محلي اقال جاي سينغ حفيد رجا مان سينغ سهل هروب شيفاجي اغرا ساعد الزامندار شيفاجي خوف سلطان مغول اضافه ذٰلك تقرير تدخل برهمن تعليم اسلامي قصد هدم معبد مثابه تحذير فصيله الهندوس مدينه مقاومه مغول زعيم ديني ,7
ظهر تقليد بحث علمي صين قديم جرب خيمياءي فلاسفه الطاويون الاكسير تمديد حياه علاج مرض ركز ين يانغ عنصر متناقض طبيعه الين مرتبط نواث بروده بينما ارتبط اليانغ ذكر دفء مرحله نار ارض معدن خشب ماء صف دوره تحول طبيعه تحول ماء خشب تحول نار عندما احرق رماد نار ارض استخدام هٰذا مبدا اكتشف فلاسفه طبيب صيني تشريح بشري اصف عضو غالب ين يانغ فهم علاقه نبض قلب تدفق دم جسم قرن زمان قبول غرب,5
مسجد كاترا مسجد قبر ناءب مرشد قولي خان فتره عام عام وقع مسجد جانب شرقي شمالي مدينه مرشد اباد ولايه نغال غربي هندي كمن اهميه فقط كمركز كبير تعليم اسلامي لٰكن وجود قبر مرشد قولي خان دفن درج مدخل رءيسي ميجد ميزه جمال وجود زريه برج تصميم ولبي وقت حاضر تم حفاظ مسجد حمايه منظمه مسح اثري هندي حكومه ولايه البنغال غربي ,7
حياه شخصي مصطفي كمال اتاتورك موضوع عديد دراسه تحليل اس اتاتور جمهوريه تركي شغل منصب رءيس عام وفاه نونبر وفق مءرخ تركي كمال كربات تضمن قاءمه المراجع حديث اتاتورك مصدر مختلف حياه اتاتورك شخصي مليء خلاف بدء مكان ولاده اسم كامل صحيح تفصيل زواج داءم موضوع نقاش ناقش معتقد ديني حياه سياسي تركي مءخر اثناء احتجاج جمهوريه خلال انتخاب رءاسي عام اعتبر شخصيه اتاتورك موضوع مهم مءرخ عام انسان تحديد تركيا كثير معلومه شخصي جوهري اتي مذكره رفيق منافس صديق ,14
